county,month,covid,retail
KIT CARSON,6/1/2020,491,#N/A
KIT CARSON,7/1/2020,2202.5,#N/A
KIT CARSON,8/1/2020,1935.8,#N/A
KIT CARSON,9/1/2020,841.8,#N/A
KIT CARSON,10/1/2020,6523.8,#N/A
KIT CARSON,11/1/2020,15502.6,#N/A
KIT CARSON,12/1/2020,13369.9,#N/A
KIT CARSON,1/1/2021,6130.8,#N/A
KIT CARSON,2/1/2021,3268.6,#N/A
KIT CARSON,3/1/2021,4882.2,#N/A
KIT CARSON,4/1/2021,2104.3,#N/A
KIT CARSON,5/1/2021,2454.8,#N/A
KIT CARSON,6/1/2021,1066.3,#N/A
LA PLATA,3/1/2020,177.7,277721
LA PLATA,4/1/2020,561.4,333840
LA PLATA,5/1/2020,252.3,426615
LA PLATA,6/1/2020,295.3,478863
LA PLATA,7/1/2020,1094.6,530248
LA PLATA,8/1/2020,620.1,593072
LA PLATA,9/1/2020,272,587422
LA PLATA,10/1/2020,1432.2,551770
LA PLATA,11/1/2020,10989.3,439712
LA PLATA,12/1/2020,10715.7,384720
LA PLATA,1/1/2021,5898.2,440616
LA PLATA,2/1/2021,3159.4,457950
LA PLATA,3/1/2021,4774.9,423368
LA PLATA,4/1/2021,6159.2,545708
LA PLATA,5/1/2021,2825.5,553839
LA PLATA,6/1/2021,1106.8,534266
LAKE,3/1/2020,12.4,#N/A
LAKE,4/1/2020,1435.2,#N/A
LAKE,5/1/2020,940.2,#N/A
LAKE,6/1/2020,1880.4,#N/A
LAKE,7/1/2020,1299.4,#N/A
LAKE,8/1/2020,1274.4,#N/A
LAKE,9/1/2020,1187.7,#N/A
LAKE,10/1/2020,3922.5,#N/A
LAKE,11/1/2020,11384.4,#N/A
LAKE,12/1/2020,12473.6,#N/A
LAKE,1/1/2021,8451.4,#N/A
LAKE,2/1/2021,12844.9,#N/A
LAKE,3/1/2021,3266.5,#N/A
LAKE,4/1/2021,6607.8,#N/A
LAKE,5/1/2021,3155.3,#N/A
LAKE,6/1/2021,2363.5,#N/A
LARIMER,3/1/2020,128.3,1094444
LARIMER,4/1/2020,466.5,896404
LARIMER,5/1/2020,450.6,1302855
LARIMER,6/1/2020,260.3,1340551
LARIMER,7/1/2020,1165.9,1134726
LARIMER,8/1/2020,1135.1,1636454
LARIMER,9/1/2020,1300,1398961
LARIMER,10/1/2020,3148.5,1376187
LARIMER,11/1/2020,11845.5,1392383
LARIMER,12/1/2020,10333.4,1276387
LARIMER,1/1/2021,5858.7,1339776
LARIMER,2/1/2021,3852.4,1299215
LARIMER,3/1/2021,4100.6,1210112
LARIMER,4/1/2021,6038.7,#N/A
LARIMER,5/1/2021,3200.5,#N/A
LARIMER,6/1/2021,938.6,#N/A
LAS ANIMAS,3/1/2020,0,599625
LAS ANIMAS,4/1/2020,144.9,527000
LAS ANIMAS,5/1/2020,96.6,653751
LAS ANIMAS,6/1/2020,110.4,920234
LAS ANIMAS,7/1/2020,317.4,999116
LAS ANIMAS,8/1/2020,296.7,1164294
LAS ANIMAS,9/1/2020,393.3,1117684
LAS ANIMAS,10/1/2020,2746.2,949269
LAS ANIMAS,11/1/2020,9880.8,866227
LAS ANIMAS,12/1/2020,9535.8,#N/A
LAS ANIMAS,1/1/2021,5595.9,670084
LAS ANIMAS,2/1/2021,3946.8,856165
LAS ANIMAS,3/1/2021,1883.7,645565
LAS ANIMAS,4/1/2021,2808.3,910934
LAS ANIMAS,5/1/2021,1849.2,855890
LAS ANIMAS,6/1/2021,738.3,770724
LINCOLN,3/1/2020,88,#N/A
LINCOLN,4/1/2020,281.3,#N/A
LINCOLN,5/1/2020,0,#N/A
LINCOLN,6/1/2020,123.2,#N/A
LINCOLN,7/1/2020,246.4,#N/A
LINCOLN,8/1/2020,245.8,#N/A
LINCOLN,9/1/2020,210.7,#N/A
LINCOLN,10/1/2020,1967.6,#N/A
LINCOLN,11/1/2020,13633.1,#N/A
LINCOLN,12/1/2020,9680.2,#N/A
LINCOLN,1/1/2021,3232.4,#N/A
LINCOLN,2/1/2021,2020,#N/A
LINCOLN,3/1/2021,632.2,#N/A
LINCOLN,4/1/2021,1545.9,#N/A
LINCOLN,5/1/2021,1387.9,#N/A
LINCOLN,6/1/2021,439.1,#N/A
LOGAN,3/1/2020,127.7,#N/A
LOGAN,4/1/2020,520.2,#N/A
LOGAN,5/1/2020,1031.6,#N/A
LOGAN,6/1/2020,789.5,#N/A
LOGAN,7/1/2020,315.3,#N/A
LOGAN,8/1/2020,1182.2,#N/A
LOGAN,9/1/2020,5968.5,#N/A
LOGAN,10/1/2020,11184.6,#N/A
LOGAN,11/1/2020,23414.3,#N/A
LOGAN,12/1/2020,15382.8,#N/A
LOGAN,1/1/2021,8916.7,#N/A
LOGAN,2/1/2021,2934,#N/A
LOGAN,3/1/2021,1916.6,#N/A
LOGAN,4/1/2021,3057.5,#N/A
LOGAN,5/1/2021,2203.8,#N/A
LOGAN,6/1/2021,1090.4,#N/A
MESA,3/1/2020,48.7,#N/A
MESA,4/1/2020,130.7,#N/A
MESA,5/1/2020,116.6,#N/A
MESA,6/1/2020,192.2,#N/A
MESA,7/1/2020,826,#N/A
MESA,8/1/2020,742.3,#N/A
MESA,9/1/2020,998.3,#N/A
MESA,10/1/2020,3650.8,#N/A
MESA,11/1/2020,18973.3,#N/A
MESA,12/1/2020,14993.4,#N/A
MESA,1/1/2021,13369.6,#N/A
MESA,2/1/2021,5923.1,#N/A
MESA,3/1/2021,2065.6,#N/A
MESA,4/1/2021,2549.1,#N/A
MESA,5/1/2021,6399.9,#N/A
MESA,6/1/2021,6080.4,#N/A
MINERAL,3/1/2020,523.6,#N/A
MINERAL,4/1/2020,1309,#N/A
MINERAL,5/1/2020,0,#N/A
MINERAL,6/1/2020,2748.9,#N/A
MINERAL,7/1/2020,11911.1,#N/A
MINERAL,8/1/2020,916.3,#N/A
MINERAL,9/1/2020,916.3,#N/A
MINERAL,10/1/2020,916.3,#N/A
MINERAL,11/1/2020,12696.6,#N/A
MINERAL,12/1/2020,6283.2,#N/A
MINERAL,1/1/2021,16885.4,#N/A
MINERAL,2/1/2021,1701.7,#N/A
MINERAL,3/1/2021,21989.8,#N/A
MINERAL,4/1/2021,261.8,#N/A
MINERAL,5/1/2021,6152.3,#N/A
MINERAL,6/1/2021,0,#N/A
MOFFAT,3/1/2020,97.9,#N/A
MOFFAT,4/1/2020,218.5,#N/A
MOFFAT,5/1/2020,45,#N/A
MOFFAT,6/1/2020,127.7,#N/A
MOFFAT,7/1/2020,746.8,#N/A
MOFFAT,8/1/2020,550.1,#N/A
MOFFAT,9/1/2020,429.6,#N/A
MOFFAT,10/1/2020,1403.2,#N/A
MOFFAT,11/1/2020,11839.9,#N/A
MOFFAT,12/1/2020,13575.7,#N/A
MOFFAT,1/1/2021,4935.4,#N/A
MOFFAT,2/1/2021,2271.5,#N/A
MOFFAT,3/1/2021,1478.8,#N/A
MOFFAT,4/1/2021,1961.9,#N/A
MOFFAT,5/1/2021,3569.3,#N/A
MOFFAT,6/1/2021,8753.1,#N/A
MONTEZUMA,3/1/2020,11.4,258299
MONTEZUMA,4/1/2020,397.2,143857
MONTEZUMA,5/1/2020,650,480000
MONTEZUMA,6/1/2020,802.7,393002
MONTEZUMA,7/1/2020,913.7,387847
MONTEZUMA,8/1/2020,535.3,408940
MONTEZUMA,9/1/2020,408.6,386854
MONTEZUMA,10/1/2020,2282,390426
MONTEZUMA,11/1/2020,12553.4,369651
MONTEZUMA,12/1/2020,13849.7,303348
MONTEZUMA,1/1/2021,10772.2,282853
MONTEZUMA,2/1/2021,2817.3,373510
MONTEZUMA,3/1/2021,2106.1,343741
MONTEZUMA,4/1/2021,1945.8,407750
MONTEZUMA,5/1/2021,3111.5,409067
MONTEZUMA,6/1/2021,2309,391040
MONTROSE,3/1/2020,109.8,#N/A
MONTROSE,4/1/2020,1470.6,#N/A
MONTROSE,5/1/2020,895.7,#N/A
MONTROSE,6/1/2020,670.9,#N/A
MONTROSE,7/1/2020,965.9,#N/A
MONTROSE,8/1/2020,1328.1,#N/A
MONTROSE,9/1/2020,666.5,#N/A
MONTROSE,10/1/2020,1534.1,#N/A
MONTROSE,11/1/2020,9189.7,#N/A
MONTROSE,12/1/2020,17848.9,#N/A
MONTROSE,1/1/2021,14577.3,#N/A
MONTROSE,2/1/2021,4211.3,#N/A
MONTROSE,3/1/2021,1543.4,#N/A
MONTROSE,4/1/2021,1321.1,#N/A
MONTROSE,5/1/2021,2855.2,#N/A
MONTROSE,6/1/2021,2305.5,#N/A
MORGAN,3/1/2020,100.3,221391
MORGAN,4/1/2020,6710.8,200460
MORGAN,5/1/2020,6431.7,253072
MORGAN,6/1/2020,711.4,348746
MORGAN,7/1/2020,511.5,293302
MORGAN,8/1/2020,935.7,305303
MORGAN,9/1/2020,876.9,327609
MORGAN,10/1/2020,3064.3,210767
MORGAN,11/1/2020,18078.8,275861
MORGAN,12/1/2020,11061.3,178084
MORGAN,1/1/2021,6034.9,273855
MORGAN,2/1/2021,1598,250706
MORGAN,3/1/2021,2388.4,211179
MORGAN,4/1/2021,1946.5,#N/A
MORGAN,5/1/2021,2277.7,#N/A
MORGAN,6/1/2021,646.1,258592
OTERO,3/1/2020,87.5,#N/A
OTERO,4/1/2020,229.6,#N/A
OTERO,5/1/2020,328.2,#N/A
OTERO,6/1/2020,197,#N/A
OTERO,7/1/2020,497.9,#N/A
OTERO,8/1/2020,1170.8,#N/A
OTERO,9/1/2020,607.3,#N/A
OTERO,10/1/2020,2029.7,#N/A
OTERO,11/1/2020,16432.4,#N/A
OTERO,12/1/2020,39324.9,#N/A
OTERO,1/1/2021,7056.5,#N/A
OTERO,2/1/2021,2445.3,#N/A
OTERO,3/1/2021,891.8,#N/A
OTERO,4/1/2021,2516.3,#N/A
OTERO,5/1/2021,3921.9,#N/A
OTERO,6/1/2021,1165,#N/A
OURAY,3/1/2020,0,0
OURAY,4/1/2020,709.5,128442
OURAY,5/1/2020,567.7,106683
OURAY,6/1/2020,304,128358
OURAY,7/1/2020,405.7,134210
OURAY,8/1/2020,1317.6,158551
OURAY,9/1/2020,547.1,159198
OURAY,10/1/2020,1905.2,155879
OURAY,11/1/2020,10498.4,144648
OURAY,12/1/2020,6100.3,114134
OURAY,1/1/2021,6992.1,121935
OURAY,2/1/2021,7255.6,124153
OURAY,3/1/2021,2655,114348
OURAY,4/1/2021,1033.7,147807
OURAY,5/1/2021,851.5,143291
OURAY,6/1/2021,790.6,146237
PARK,3/1/2020,68.9,49233
PARK,4/1/2020,254.4,49924
PARK,5/1/2020,561.8,74256
PARK,6/1/2020,227.9,77602
PARK,7/1/2020,514.1,90158
PARK,8/1/2020,116.6,109208
PARK,9/1/2020,551.7,106280
PARK,10/1/2020,1464.5,98776
PARK,11/1/2020,4658.9,89388
PARK,12/1/2020,6001.7,80711
PARK,1/1/2021,3847.2,87377
PARK,2/1/2021,2462.3,66374
PARK,3/1/2021,2234.4,84627
PARK,4/1/2021,4325.1,100718
PARK,5/1/2021,2854.7,86184
PARK,6/1/2021,1013.3,91043
PHILLIPS,3/1/2020,23.4,#N/A
PHILLIPS,4/1/2020,795.2,#N/A
PHILLIPS,5/1/2020,1216.1,#N/A
PHILLIPS,6/1/2020,491.4,#N/A
PHILLIPS,7/1/2020,748.1,#N/A
PHILLIPS,8/1/2020,0,#N/A
PHILLIPS,9/1/2020,2291.1,#N/A
PHILLIPS,10/1/2020,4091,#N/A
PHILLIPS,11/1/2020,23796.2,#N/A
PHILLIPS,12/1/2020,11828,#N/A
PHILLIPS,1/1/2021,8718.9,#N/A
PHILLIPS,2/1/2021,1870.3,#N/A
PHILLIPS,3/1/2021,865.2,#N/A
PHILLIPS,4/1/2021,2805.5,#N/A
PHILLIPS,5/1/2021,3482.9,#N/A
PHILLIPS,6/1/2021,748.5,#N/A
PITKIN,3/1/2020,580.2,202010
PITKIN,4/1/2020,1357.4,94395
PITKIN,5/1/2020,422.9,144768
PITKIN,6/1/2020,1300.8,98841
PITKIN,7/1/2020,2844.2,#N/A
PITKIN,8/1/2020,1554.2,225520
PITKIN,9/1/2020,1402.2,222117
PITKIN,10/1/2020,2556.6,194927
PITKIN,11/1/2020,7620.3,156988
PITKIN,12/1/2020,20984.3,100142
PITKIN,1/1/2021,32186.5,187020
PITKIN,2/1/2021,6454.1,194886
PITKIN,3/1/2021,16473,196719
PITKIN,4/1/2021,6319,222206
PITKIN,5/1/2021,698.7,142523
PITKIN,6/1/2021,360.7,99196
PROWERS,3/1/2020,57.4,#N/A
PROWERS,4/1/2020,57.4,#N/A
PROWERS,5/1/2020,684.2,#N/A
PROWERS,6/1/2020,345.8,#N/A
PROWERS,7/1/2020,1599.8,#N/A
PROWERS,8/1/2020,2012.3,#N/A
PROWERS,9/1/2020,725.6,#N/A
PROWERS,10/1/2020,4116,#N/A
PROWERS,11/1/2020,24368.7,#N/A
PROWERS,12/1/2020,22116.8,#N/A
PROWERS,1/1/2021,7482.2,#N/A
PROWERS,2/1/2021,2705.4,#N/A
PROWERS,3/1/2021,535.2,#N/A
PROWERS,4/1/2021,1814.4,#N/A
PROWERS,5/1/2021,3373.6,#N/A
PROWERS,6/1/2021,815.9,#N/A
PUEBLO,3/1/2020,44.1,645262
PUEBLO,4/1/2020,479.1,932333
PUEBLO,5/1/2020,635.9,1177777
PUEBLO,6/1/2020,271,1370313
PUEBLO,7/1/2020,854,1442256
PUEBLO,8/1/2020,1124.7,1618807
PUEBLO,9/1/2020,1058.5,1566298
PUEBLO,10/1/2020,3824.7,1428854
PUEBLO,11/1/2020,25420.8,1304862
PUEBLO,12/1/2020,21368.8,1272727
PUEBLO,1/1/2021,4721.5,1135423
PUEBLO,2/1/2021,1651.9,1169484
PUEBLO,3/1/2021,3027.8,1270387
PUEBLO,4/1/2021,7547.8,1498333
PUEBLO,5/1/2021,5638.4,1548065
PUEBLO,6/1/2021,1171.8,1401581
RIO BLANCO,3/1/2020,0,#N/A
RIO BLANCO,4/1/2020,111.3,#N/A
RIO BLANCO,5/1/2020,0,#N/A
RIO BLANCO,6/1/2020,222.5,#N/A
RIO BLANCO,7/1/2020,333.1,#N/A
RIO BLANCO,8/1/2020,1823.7,#N/A
RIO BLANCO,9/1/2020,286,#N/A
RIO BLANCO,10/1/2020,460.1,#N/A
RIO BLANCO,11/1/2020,12906.3,#N/A
RIO BLANCO,12/1/2020,14761.2,#N/A
RIO BLANCO,1/1/2021,13032.9,#N/A
RIO BLANCO,2/1/2021,8039,#N/A
RIO BLANCO,3/1/2021,5359.2,#N/A
RIO BLANCO,4/1/2021,4202,#N/A
RIO BLANCO,5/1/2021,2901.5,#N/A
RIO BLANCO,6/1/2021,3345.4,#N/A
RIO GRANDE,3/1/2020,160.2,#N/A
RIO GRANDE,4/1/2020,275.9,#N/A
RIO GRANDE,5/1/2020,827.7,#N/A
RIO GRANDE,6/1/2020,3364.2,#N/A
RIO GRANDE,7/1/2020,916.7,#N/A
RIO GRANDE,8/1/2020,373.8,#N/A
RIO GRANDE,9/1/2020,142.4,#N/A
RIO GRANDE,10/1/2020,1833.4,#N/A
RIO GRANDE,11/1/2020,8684.7,#N/A
RIO GRANDE,12/1/2020,10811.5,#N/A
RIO GRANDE,1/1/2021,12056.5,#N/A
RIO GRANDE,2/1/2021,4360.8,#N/A
RIO GRANDE,3/1/2021,2821.3,#N/A
RIO GRANDE,4/1/2021,1726.6,#N/A
RIO GRANDE,5/1/2021,4209.7,#N/A
RIO GRANDE,6/1/2021,3017.1,#N/A
ROUTT,3/1/2020,292.5,173527
ROUTT,4/1/2020,1049.1,130599
ROUTT,5/1/2020,265.2,80844
ROUTT,6/1/2020,284.7,167133
ROUTT,7/1/2020,752.7,140674
ROUTT,8/1/2020,963.3,147489
ROUTT,9/1/2020,608.4,207610
ROUTT,10/1/2020,1634.1,162287
ROUTT,11/1/2020,11001.4,156009
ROUTT,12/1/2020,10170.4,111753
ROUTT,1/1/2021,15137,126626
ROUTT,2/1/2021,8045.9,173939
ROUTT,3/1/2021,5184,216075
ROUTT,4/1/2021,3216.2,#N/A
ROUTT,5/1/2021,2055.3,185595
ROUTT,6/1/2021,799.5,136092
SAGUACHE,3/1/2020,14.7,41487
SAGUACHE,4/1/2020,293.3,49182
SAGUACHE,5/1/2020,6462.4,48055
SAGUACHE,6/1/2020,3663.9,57079
SAGUACHE,7/1/2020,440.2,60806
SAGUACHE,8/1/2020,410.5,73036
SAGUACHE,9/1/2020,132.2,69460
SAGUACHE,10/1/2020,2887.4,66342
SAGUACHE,11/1/2020,7810.3,53678
SAGUACHE,12/1/2020,4703.9,52335
SAGUACHE,1/1/2021,3077.3,51273
SAGUACHE,2/1/2021,2740.2,49102
SAGUACHE,3/1/2021,1172.7,46052
SAGUACHE,4/1/2021,3736.5,61104
SAGUACHE,5/1/2021,3692.9,60563
SAGUACHE,6/1/2021,4879.7,62361
SAN JUAN,3/1/2020,0,#N/A
SAN JUAN,4/1/2020,0,#N/A
SAN JUAN,5/1/2020,1652.4,#N/A
SAN JUAN,6/1/2020,7162.5,#N/A
SAN JUAN,7/1/2020,826.2,#N/A
SAN JUAN,8/1/2020,1239.7,#N/A
SAN JUAN,9/1/2020,2616.6,#N/A
SAN JUAN,10/1/2020,1377.4,#N/A
SAN JUAN,11/1/2020,8264.3,#N/A
SAN JUAN,12/1/2020,5784.8,#N/A
SAN JUAN,1/1/2021,12534.2,#N/A
SAN JUAN,2/1/2021,0,#N/A
SAN JUAN,3/1/2021,1927.8,#N/A
SAN JUAN,4/1/2021,1927.8,#N/A
SAN JUAN,5/1/2021,963.9,#N/A
SAN JUAN,6/1/2021,0,#N/A
SAN MIGUEL,3/1/2020,122.1,58780
SAN MIGUEL,4/1/2020,1468.4,60701
SAN MIGUEL,5/1/2020,379.1,40576
SAN MIGUEL,6/1/2020,1162.1,38331
SAN MIGUEL,7/1/2020,3302.9,60959
SAN MIGUEL,8/1/2020,1358,89868
SAN MIGUEL,9/1/2020,171.4,88048
SAN MIGUEL,10/1/2020,966.1,77590
SAN MIGUEL,11/1/2020,8172.1,59936
SAN MIGUEL,12/1/2020,18277.3,37311
SAN MIGUEL,1/1/2021,21017.5,63921
SAN MIGUEL,2/1/2021,13653.1,73090
SAN MIGUEL,3/1/2021,2899.6,75570
SAN MIGUEL,4/1/2021,1773.9,86600
SAN MIGUEL,5/1/2021,1468,30993
SAN MIGUEL,6/1/2021,2825.8,#N/A
SEDGWICK,3/1/2020,0,#N/A
SEDGWICK,4/1/2020,0,#N/A
SEDGWICK,5/1/2020,0,#N/A
SEDGWICK,6/1/2020,0,#N/A
SEDGWICK,7/1/2020,2198.7,#N/A
SEDGWICK,8/1/2020,314.3,#N/A
SEDGWICK,9/1/2020,897.3,#N/A
SEDGWICK,10/1/2020,8793.2,#N/A
SEDGWICK,11/1/2020,21309.8,#N/A
SEDGWICK,12/1/2020,5518.2,#N/A
SEDGWICK,1/1/2021,18035.1,#N/A
SEDGWICK,2/1/2021,1660.4,#N/A
SEDGWICK,3/1/2021,3051.1,#N/A
SEDGWICK,4/1/2021,2602.4,#N/A
SEDGWICK,5/1/2021,6011.9,#N/A
SEDGWICK,6/1/2021,583.5,#N/A
SUMMIT,3/1/2020,241.9,423629
SUMMIT,4/1/2020,2143.2,239385
SUMMIT,5/1/2020,2424.1,174118
SUMMIT,6/1/2020,1136.1,218208
SUMMIT,7/1/2020,1271.6,248445
SUMMIT,8/1/2020,890.8,408954
SUMMIT,9/1/2020,2466,393553
SUMMIT,10/1/2020,5525.6,#N/A
SUMMIT,11/1/2020,16547.6,299032
SUMMIT,12/1/2020,14353.2,336559
SUMMIT,1/1/2021,11612.9,428379
SUMMIT,2/1/2021,9295.2,468708
SUMMIT,3/1/2021,7710.5,#N/A
SUMMIT,4/1/2021,7391,#N/A
SUMMIT,5/1/2021,1662.2,312642
SUMMIT,6/1/2021,510.1,216866
TELLER,3/1/2020,185.3,#N/A
TELLER,4/1/2020,584,#N/A
TELLER,5/1/2020,141.5,#N/A
TELLER,6/1/2020,216.4,#N/A
TELLER,7/1/2020,1885.2,#N/A
TELLER,8/1/2020,1403.7,#N/A
TELLER,9/1/2020,449.5,#N/A
TELLER,10/1/2020,1605.2,#N/A
TELLER,11/1/2020,10656.7,#N/A
TELLER,12/1/2020,9824.4,#N/A
TELLER,1/1/2021,5288.8,#N/A
TELLER,2/1/2021,2729.2,#N/A
TELLER,3/1/2021,3510.6,#N/A
TELLER,4/1/2021,6251.1,#N/A
TELLER,5/1/2021,4922.2,#N/A
TELLER,6/1/2021,2413.8,#N/A
WASHINGTON,3/1/2020,168.8,#N/A
WASHINGTON,4/1/2020,654.1,#N/A
WASHINGTON,5/1/2020,4471.1,#N/A
WASHINGTON,6/1/2020,1075.7,#N/A
WASHINGTON,7/1/2020,295.4,#N/A
WASHINGTON,8/1/2020,991.7,#N/A
WASHINGTON,9/1/2020,1476.6,#N/A
WASHINGTON,10/1/2020,5841.2,#N/A
WASHINGTON,11/1/2020,18156.8,#N/A
WASHINGTON,12/1/2020,18831.6,#N/A
WASHINGTON,1/1/2021,3036.6,#N/A
WASHINGTON,2/1/2021,2404.6,#N/A
WASHINGTON,3/1/2021,7359.8,#N/A
WASHINGTON,4/1/2021,1392.2,#N/A
WASHINGTON,5/1/2021,2046.3,#N/A
WASHINGTON,6/1/2021,358.7,#N/A
WELD,3/1/2020,325.4,#N/A
WELD,4/1/2020,2906.3,#N/A
WELD,5/1/2020,1742.1,#N/A
WELD,6/1/2020,710.1,#N/A
WELD,7/1/2020,1469.5,#N/A
WELD,8/1/2020,1212.4,#N/A
WELD,9/1/2020,1535.1,#N/A
WELD,10/1/2020,3246.4,#N/A
WELD,11/1/2020,16850.9,#N/A
WELD,12/1/2020,13603.3,#N/A
WELD,1/1/2021,7601.3,#N/A
WELD,2/1/2021,3871.4,#N/A
WELD,3/1/2021,4170.5,#N/A
WELD,4/1/2021,6245.5,#N/A
WELD,5/1/2021,4756.1,#N/A
WELD,6/1/2021,1520.6,#N/A
YUMA,3/1/2020,128.7,#N/A
YUMA,4/1/2020,268.1,#N/A
YUMA,5/1/2020,1361.1,#N/A
YUMA,6/1/2020,1739.1,#N/A
YUMA,7/1/2020,446.6,#N/A
YUMA,8/1/2020,367.5,#N/A
YUMA,9/1/2020,3796,#N/A
YUMA,10/1/2020,7641.7,#N/A
YUMA,11/1/2020,9579.7,#N/A
YUMA,12/1/2020,18602.9,#N/A
YUMA,1/1/2021,7770.8,#N/A
YUMA,2/1/2021,2603.5,#N/A
YUMA,3/1/2021,5783.3,#N/A
YUMA,4/1/2021,1768.9,#N/A
YUMA,5/1/2021,2712.7,#N/A
YUMA,6/1/2021,744.5,#N/A
